"","X","seqnames","start","end","width","strand","Conc","Conc_R4","Conc_KO","Fold","p.value","FDR"
"24",24,"chr3",184230472,184230972,501,"*",3.14319437194296,3.94599476829418,1.17467969986484,1.19157580181162,0.0138464562403769,0.640969692399615
"25",25,"chr20",34825572,34826072,501,"*",3.59920843537476,4.33130711452292,2.03833723717908,1.1922758906846,0.0146532194189088,0.640969692399615
"26",26,"chr12",76559153,76559653,501,"*",3.31116659674035,4.0739457835169,1.58971719914369,1.1834860205601,0.0153819551946299,0.640969692399615
"27",27,"chr6",621147,621647,501,"*",2.94149691378084,3.80558171564028,0.466085115263078,1.12471609225604,0.0154126234663978,0.640969692399615
"28",28,"chr19",7913183,7913683,501,"*",2.87038723225278,3.72050551212294,0.529225087161865,1.12619179451294,0.0161941121618012,0.640969692399615
"29",29,"chr22",39694045,39694545,501,"*",2.87038723225278,3.72050551212294,0.529225087161865,1.12619179451294,0.0161941121618012,0.640969692399615
"30",30,"chr4",185003465,185003965,501,"*",2.39185355278059,3.3435905270251,0,0.932120454115452,0.0162358489977776,0.640969692399615
"31",31,"chr10",86715263,86715763,501,"*",2.40032237835049,3.3435905270251,0,0.930432099575829,0.0166658153009213,0.640969692399615
"32",32,"chr14",68638639,68639139,501,"*",2.50592102907548,3.40704829164338,0,1.04194282605882,0.0167165573712733,0.640969692399615
"33",33,"chr8",102238821,102239321,501,"*",4.24859218055649,4.87749581426205,3.10811850676471,1.12256163659511,0.0170027906177135,0.640969692399615
"34",34,"chr8",143809878,143810833,956,"*",4.20296267540834,4.84198680681909,3.02744402225868,1.12593012303223,0.017424102254225,0.640969692399615
"35",35,"chr11",83930046,83930546,501,"*",1.77869360177357,2.77869360177357,0,0.816605442541464,0.0176786673745312,0.640969692399615
"36",36,"chr5",147114811,147115311,501,"*",1.77869360177357,2.77869360177357,0,0.816605442541464,0.0176786673745312,0.640969692399615
"37",37,"chr9",124736495,124736995,501,"*",1.77869360177357,2.77869360177357,0,0.816605442541464,0.0176786673745312,0.640969692399615
"38",38,"chrX",138874836,138875336,501,"*",1.81443420048649,2.81443420048649,0,0.812945775907925,0.0177117534677404,0.640969692399615
"39",39,"chr11",76934034,76934534,501,"*",2.97133503464435,3.79667457574387,0.838744321388147,1.12284058681743,0.0182412757556211,0.640969692399615
"40",40,"chr8",143423310,143423810,501,"*",3.54924827288061,4.26631072453708,2.05987997851253,1.15162640422546,0.0183951313118803,0.640969692399615
"41",41,"chr10",131158792,131159292,501,"*",2.89327994881338,3.73922175486381,0.589717199143686,1.09901923156167,0.0184179013373363,0.640969692399615
"42",42,"chr2",219220846,219221346,501,"*",2.51986464204047,3.4302702517154,0,1.00952818578475,0.0185063495363737,0.640969692399615
"43",43,"chr9",136074918,136075418,501,"*",2.64458368690932,3.51203595125546,0.134634749851394,1.07299803003783,0.0186029936549006,0.640969692399615
"44",44,"chr19",5678134,5678634,501,"*",2.88726739777857,3.73922175486381,0.529225087161865,1.09167810355072,0.0187441499900261,0.640969692399615
"45",45,"chr19",48606680,48607180,501,"*",3.2498464579648,4.02670505035014,1.44697730621815,1.13838910056169,0.0189666000576397,0.640969692399615
"46",46,"chr20",58618792,58619292,501,"*",2.9926920593553,3.81443420048649,0.887751950593047,1.11351509538355,0.0191247054377998,0.640969692399615
"47",47,"chr3",165175740,165176240,501,"*",1.83197785949932,2.83197785949932,0,0.792463391050102,0.0193168462498103,0.640969692399615
"48",48,"chr10",93383643,93384143,501,"*",2.67406453209491,3.54432215767002,0.134634749851394,1.05999609619682,0.0194103553317949,0.640969692399615
"49",49,"chr20",63746771,63747271,501,"*",3.4139612519797,4.16191865964028,1.77274726246217,1.14078406030416,0.0195117291537706,0.640969692399615
"50",50,"chr20",62626163,62626663,501,"*",3.32798964549917,4.11751597312224,1.44697730621815,1.12032664867029,0.0201704350482825,0.640969692399615
"51",51,"chr10",132960389,132960889,501,"*",3.17605933360942,3.94599476829418,1.41389972500006,1.12534542041836,0.020531937938362,0.640969692399615
"52",52,"chr19",39401442,39401942,501,"*",2.78904201555795,3.66966163038726,0.134634749851394,1.03175873766119,0.0205614547925963,0.640969692399615
"53",53,"chr5",26415987,26416487,501,"*",3.0004706543147,3.82323269693104,0.887751950593047,1.09139049167648,0.0210650206148179,0.640969692399615
"54",54,"chr12",52144917,52145417,501,"*",2.27737416457309,3.22505224727035,0,0.873853945034179,0.0221561704106229,0.640969692399615
"55",55,"chr17",44309246,44309746,501,"*",2.64738017079479,3.52287850034043,0.0510476159842348,1.02528831232381,0.0222387403097459,0.640969692399615
"56",56,"chr9",136152002,136152502,501,"*",2.64738017079479,3.52287850034043,0.0510476159842348,1.02528831232381,0.0222387403097459,0.640969692399615
"57",57,"chr20",63474128,63474628,501,"*",3.48709784234776,4.23167635951682,1.86345622156866,1.11645993756236,0.0222496955736982,0.640969692399615
"58",58,"chr8",142525839,142526339,501,"*",3.15423013064547,3.93791599961928,1.30985765895551,1.10502011069916,0.0223148852871887,0.640969692399615
"59",59,"chr17",16215048,16215548,501,"*",3.42563634273807,4.14797885613234,1.91164529403105,1.11478622518837,0.0226047303882151,0.640969692399615
"60",60,"chr3",163062893,163063393,501,"*",2.69338897809686,3.56545174730925,0.134634749851394,1.01934922023756,0.0228323901986046,0.640969692399615
"61",61,"chr2",228896130,228896630,501,"*",2.77504055138842,3.59969336958578,0.647774624620402,1.0577919811483,0.0237447394498458,0.640969692399615
"62",62,"chr8",63125984,63126484,501,"*",2.23472207183308,3.17093507903347,0,0.867004074978152,0.0237810651408253,0.640969692399615
"63",63,"chr19",55258689,55259189,501,"*",2.90766940918193,3.71105554320881,0.935149363631797,1.07465975036763,0.0239686786770552,0.640969692399615
"64",64,"chr4",56314297,56314797,501,"*",2.99279045541927,3.77869360177357,1.13463474985139,1.08519044047304,0.0242010982039965,0.640969692399615
"65",65,"chr2",25160940,25161440,501,"*",2.80700718543385,3.65001454427968,0.529225087161865,1.03910952608451,0.0245220483678756,0.640969692399615
"66",66,"chr19",48799637,48800137,501,"*",2.90405697811483,3.72050551212294,0.838744321388147,1.05861538332083,0.02509777240226,0.640969692399615
"67",67,"chr2",20139654,20140154,501,"*",2.30276096217093,3.25136814115504,0,0.836985004328409,0.0255698582485486,0.640969692399615
"68",68,"chr14",101726746,101727246,501,"*",3.19851300885728,3.94599476829418,1.55978817373426,1.07706139538189,0.0269497162359568,0.640969692399615
"69",69,"chr7",151687688,151688188,501,"*",2.43855414488281,3.3435905270251,0,0.926630797161562,0.0272471399165124,0.640969692399615
"70",70,"chr2",19746860,19747360,501,"*",2.57753937111476,3.47562202788382,0,0.92245974562801,0.0274395162867643,0.640969692399615
"71",71,"chr2",48440923,48441423,501,"*",3.02365423486721,3.81443420048649,1.13463474985139,1.05208754474717,0.0277988332139021,0.640969692399615
"72",72,"chr19",11677402,11677902,501,"*",3.11987893072547,3.88591910045107,1.38004592142587,1.06327315700173,0.0278956533856364,0.640969692399615
"73",73,"chr8",141943120,141943620,501,"*",3.20525981618783,3.95402854947928,1.55978817373426,1.06837825891594,0.0280540768438121,0.640969692399615
"74",74,"chr1",119171625,119172125,501,"*",3.21008498320336,3.95402854947928,1.58971719914369,1.06577448724483,0.0285137816871705,0.640969692399615
"75",75,"chr10",6314811,6315311,501,"*",2.93227755783451,3.73922175486381,0.935149363631797,1.03163455138469,0.028640522192112,0.640969692399615
"76",76,"chr6",163080183,163080683,501,"*",1.64008974654919,2.64008974654919,0,0.722055556594412,0.0288670263788764,0.640969692399615
"77",77,"chr1",199318058,199318558,501,"*",1.62003294397357,2.62003294397357,0,0.723179223840804,0.0289452742184831,0.640969692399615
"78",78,"chr17",20711136,20711636,501,"*",1.62003294397357,2.62003294397357,0,0.723179223840804,0.0289452742184831,0.640969692399615
"79",79,"chr3",44777296,44777796,501,"*",1.62003294397357,2.62003294397357,0,0.723179223840804,0.0289452742184831,0.640969692399615
"80",80,"chr18",39814731,39815231,501,"*",2.90523039562957,3.73922175486381,0.703585786895081,0.999936923753054,0.0289995291081748,0.640969692399615
"81",81,"chr10",132995493,132995993,501,"*",2.44996101710029,3.35577023825355,0,0.908482095949602,0.0291260358804203,0.640969692399615
"82",82,"chr3",95588778,95589278,501,"*",2.82845743082954,3.65987153211899,0.647774624620402,0.994107517392399,0.0303553763156043,0.640969692399615
"83",83,"chr22",43212575,43213075,501,"*",2.71257748733479,3.54432215767002,0.529225087161865,0.998293320406011,0.0304922657013224,0.640969692399615
"84",84,"chr19",54550222,54550722,501,"*",1.65987153211899,2.65987153211899,0,0.707362391102133,0.0305692966010919,0.640969692399615
"85",85,"chr22",17857071,17857571,501,"*",1.65987153211899,2.65987153211899,0,0.707362391102133,0.0305692966010919,0.640969692399615
"86",86,"chr3",99127814,99128314,501,"*",1.65987153211899,2.65987153211899,0,0.707362391102133,0.0305692966010919,0.640969692399615
"87",87,"chrX",43786501,43787001,501,"*",1.65987153211899,2.65987153211899,0,0.707362391102133,0.0305692966010919,0.640969692399615
"88",88,"chr1",16153923,16154423,501,"*",2.15302164611557,3.09589535255263,0,0.810371907761314,0.0306948404751624,0.640969692399615
"89",89,"chr9",108077056,108077556,501,"*",2.55211160316631,3.41870599444416,0.0510476159842348,0.955791940636258,0.0310601088442496,0.640969692399615
"90",90,"chr1",153793945,153794445,501,"*",3.12298997493479,3.87749581426205,1.44697730621815,1.04115218817667,0.0312783311788375,0.640969692399615
"91",91,"chr22",19756484,19756984,501,"*",2.83102963315201,3.63009619948201,0.887751950593047,1.01817289495456,0.0313190937160476,0.640969692399615
"92",92,"chr19",1701375,1701875,501,"*",2.14908069308947,3.08129947422901,0,0.811637748801516,0.0313237147152266,0.640969692399615
"93",93,"chr10",29920449,29920949,501,"*",2.16300990555396,3.09589535255263,0,0.80827761237593,0.0315726701903319,0.640969692399615
"94",94,"chr8",48605765,48606265,501,"*",2.16691304297376,3.11034504081758,0,0.800334085183749,0.031784282897704,0.640969692399615
"95",95,"chr2",238864371,238864871,501,"*",2.70710698077742,3.56545174730925,0.288548287616237,0.946898287319878,0.0319388288133468,0.640969692399615
"96",96,"chr1",206599572,206600072,501,"*",2.72875805877081,3.55492563491692,0.589717199143686,0.989418886466892,0.0319558366535593,0.640969692399615
"97",97,"chr10",69880179,69880679,501,"*",2.72875805877081,3.55492563491692,0.589717199143686,0.989418886466892,0.0319558366535593,0.640969692399615
"98",98,"chr9",136376979,136377479,501,"*",2.72875805877081,3.55492563491692,0.589717199143686,0.989418886466892,0.0319558366535593,0.640969692399615
"99",99,"chr5",115165635,115166135,501,"*",2.82856769019532,3.62003294397357,0.935149363631797,1.01570236445526,0.0320872396775648,0.640969692399615
"100",100,"chr21",43736264,43736764,501,"*",2.60853609802369,3.46441703729732,0.213643074210606,0.952546623246857,0.0321318309704418,0.640969692399615
"101",101,"chr6",4457345,4457845,501,"*",2.72201752496487,3.55492563491692,0.529225087161865,0.982400164628845,0.0323892200586795,0.640969692399615
"102",102,"chr20",38213339,38213839,501,"*",3.22156487590594,3.96201784143656,1.61903793801542,1.03789747104258,0.0325742032110219,0.640969692399615
"103",103,"chr22",47559053,47559553,501,"*",2.12081219820917,3.05165710154841,0,0.803725809287542,0.032732964478405,0.640969692399615
"104",104,"chr14",70595268,70595768,501,"*",2.661664311405,3.47901063670471,0.589717199143686,0.989966891116711,0.032780815464613,0.640969692399615
"105",105,"chr10",110461113,110461613,501,"*",2.824751392628,3.63009619948201,0.838744321388147,1.00220361040448,0.0331119105947032,0.640969692399615
"106",106,"chr19",40191958,40192458,501,"*",3.13418077045329,3.86902305909763,1.55978817373426,1.02553581373151,0.0348993558509269,0.640969692399615
"107",107,"chr19",54209349,54209849,501,"*",3.02707569355935,3.76961837102809,1.41389972500006,1.01834822865043,0.0354460032462834,0.640969692399615
"108",108,"chr14",71320230,71320730,501,"*",3.13924919097829,3.86902305909763,1.58971719914369,1.02292395429337,0.035458657147921,0.640969692399615
"109",109,"chr1",3674325,3674825,501,"*",2.92882915369677,3.71105554320881,1.09344645913155,0.999643261044674,0.0358374034669449,0.640969692399615
"110",110,"chr1",175765286,175765786,501,"*",2.73546724597628,3.55492563491692,0.647774624620402,0.964549813032298,0.0358522463249836,0.640969692399615
"111",111,"chr19",49058486,49058986,501,"*",3.05185667401254,3.80558171564028,1.38004592142587,1.01210700467867,0.0359368516800691,0.640969692399615
"112",112,"chr3",13332950,13333450,501,"*",2.46949187989466,3.31891821969181,0.134634749851394,0.931496496504433,0.0365987804519848,0.640969692399615
"113",113,"chr15",65332826,65333326,501,"*",2.85455034025008,3.65001454427968,0.935149363631797,0.978711382284291,0.0370522630632207,0.640969692399615
"114",114,"chr2",79513024,79513524,501,"*",2.85455034025008,3.65001454427968,0.935149363631797,0.978711382284291,0.0370522630632207,0.640969692399615
"115",115,"chr3",84916844,84917344,501,"*",2.31544613799309,3.21171207502272,0,0.864596521041646,0.0370564031590735,0.640969692399615
"116",116,"chr8",141765633,141766133,501,"*",2.48065767676986,3.33130711452292,0.134634749851394,0.927030533146583,0.0370574360302412,0.640969692399615
"117",117,"chr2",235370882,235371382,501,"*",2.30291969201883,3.19824739801334,0,0.865566302183144,0.0371267185141024,0.640969692399615
"118",118,"chr8",143344882,143345382,501,"*",3.23489786263689,3.94599476829418,1.77274726246217,1.01429219212008,0.0375928446925493,0.640969692399615
"119",119,"chr17",63698094,63698594,501,"*",3.31559223510657,4.04937953801848,1.74641700366972,1.00620873960638,0.0381388952512452,0.640969692399615
"120",120,"chr3",99875811,99876311,501,"*",3.21669376926531,3.99353979785213,1.41389972500006,0.983894036955522,0.0383471968854158,0.640969692399615
"121",121,"chr1",11608389,11608889,501,"*",2.60566322092916,3.45312433918183,0.288548287616237,0.910126755728045,0.0388906618057842,0.640969692399615
"122",122,"chr14",76908633,76909133,501,"*",2.85696837779204,3.65987153211899,0.887751950593047,0.961162594241976,0.0391691523882466,0.640969692399615
"123",123,"chr5",133612033,133612533,501,"*",2.9645491386909,3.73922175486381,1.17467969986484,0.980249134241144,0.0392119173453218,0.640969692399615
"124",124,"chr12",132026200,132026700,501,"*",2.61880710098287,3.4302702517154,0.589717199143686,0.94860752564419,0.0397103029958252,0.640969692399615
"125",125,"chr1",4630923,4631423,501,"*",2.3401773881228,3.23827019620988,0,0.842371983013934,0.039877746088316,0.640969692399615
"126",126,"chr1",163023310,163023810,501,"*",3.06466138003571,3.81443420048649,1.41389972500006,0.988523248915201,0.0399640765168884,0.640969692399615
"127",127,"chr19",10089354,10089854,501,"*",3.06466138003571,3.81443420048649,1.41389972500006,0.988523248915201,0.0399640765168884,0.640969692399615
"128",128,"chr7",2105429,2105929,501,"*",2.49964159575516,3.3435905270251,0.213643074210606,0.908519905176803,0.0403807056781081,0.640969692399615
"129",129,"chr2",100708190,100708690,501,"*",2.32087508411546,3.19824739801334,0,0.853819631601995,0.0409631704238542,0.640969692399615
"130",130,"chr19",11130876,11131376,501,"*",3.15022683579784,3.89429349197167,1.52922508716186,0.981856832741805,0.0419202193292119,0.640969692399615
"131",131,"chr14",101469218,101469718,501,"*",2.63888083479316,3.45312433918183,0.589717199143686,0.927700313372307,0.0427338565553939,0.640969692399615
"132",132,"chr17",81217382,81217882,501,"*",2.01693088944071,2.95402854947928,0,0.742394265388425,0.042961410348564,0.640969692399615
"133",133,"chr8",38938500,38939000,501,"*",2.01693088944071,2.95402854947928,0,0.742394265388425,0.042961410348564,0.640969692399615
"134",134,"chr17",76009034,76009534,501,"*",3.17816771673537,3.88846966249769,1.71959725057255,0.98565327174874,0.042976191220092,0.640969692399615
"135",135,"chr20",43962018,43962518,501,"*",2.74487601264501,3.52287850034043,0.935149363631797,0.952577910722038,0.0432330347225124,0.640969692399615
"136",136,"chr1",229342032,229342532,501,"*",2.75669995269934,3.54432215767002,0.887751950593047,0.947593820952753,0.0433219119532247,0.640969692399615
"137",137,"chr9",88694903,88695403,501,"*",2.85707647965156,3.62003294397357,1.13463474985139,0.963174307872875,0.0434703723052075,0.640969692399615
"138",138,"chr9",134343616,134344116,501,"*",2.85465862343948,3.60989900070792,1.17467969986484,0.965070376361344,0.0436073430712137,0.640969692399615
"139",139,"chr5",172915579,172916079,501,"*",2.47264881703667,3.33130711452292,0.0510476159842348,0.87858151023195,0.0436761980050942,0.640969692399615
"140",140,"chr16",88015197,88015697,501,"*",2.72213622636012,3.51203595125546,0.838744321388147,0.945171466834239,0.0437155098035664,0.640969692399615
"141",141,"chr8",141288347,141288847,501,"*",2.75410772555809,3.53364016991008,0.935149363631797,0.948331972886084,0.0438244424355711,0.640969692399615
"142",142,"chr11",78007231,78007731,501,"*",2.02790347255961,2.95402854947928,0,0.739956499436675,0.0442524434046152,0.640969692399615
"143",143,"chr4",131749183,131749683,501,"*",2.02790347255961,2.95402854947928,0,0.739956499436675,0.0442524434046152,0.640969692399615
"144",144,"chr17",59393980,59394480,501,"*",2.62604626826231,3.4302702517154,0.647774624620402,0.924108032369147,0.0443270527586,0.640969692399615
"145",145,"chr8",134831680,134832180,501,"*",2.86561947859182,3.63009619948201,1.13463474985139,0.956882600756288,0.0444713941168513,0.640969692399615
"146",146,"chr14",103715897,103716397,501,"*",2.87172273739613,3.63009619948201,1.17467969986484,0.956751774986579,0.0448724198266292,0.640969692399615
"147",147,"chr1",22818394,22818894,501,"*",2.43869861662999,3.29381662579536,0.0510476159842348,0.874997099017403,0.0449343611378508,0.640969692399615
"148",148,"chr11",76188777,76189277,501,"*",2.97258032558605,3.71105554320881,1.38004592142587,0.966424397628692,0.0449638239842123,0.640969692399615
"149",149,"chr19",54906014,54906514,501,"*",2.48379030138142,3.3435905270251,0.0510476159842348,0.868746186999071,0.0450790031128281,0.640969692399615
"150",150,"chr8",102777307,102777807,501,"*",2.04304680619108,2.96996313419576,0,0.732355097327178,0.0453212669925927,0.640969692399615
"151",151,"chr16",30805398,30805898,501,"*",2.76328074073714,3.54432215767002,0.935149363631797,0.938881728006221,0.0453434810087423,0.640969692399615
"152",152,"chr7",150845512,150846012,501,"*",2.76328074073714,3.54432215767002,0.935149363631797,0.938881728006221,0.0453434810087423,0.640969692399615
"153",153,"chr11",47375600,47376100,501,"*",2.63606781126373,3.44174254962898,0.647774624620402,0.91715572032247,0.0453496002393118,0.640969692399615
"154",154,"chr11",91442133,91442633,501,"*",2.51364573731365,3.36784798453156,0.134634749851394,0.864111292566346,0.0463607100844081,0.640969692399615
"155",155,"chr6",43369089,43369589,501,"*",3.40491634057586,4.05912498822307,2.17467969986484,0.973307045430606,0.0464060206358367,0.640969692399615
"156",156,"chr1",6055320,6055820,501,"*",2.04728787623737,2.98572364215498,0,0.716170861679962,0.0470132215980803,0.640969692399615
"157",157,"chr1",203340662,203341162,501,"*",2.04728787623737,2.98572364215498,0,0.716170861679962,0.0470132215980803,0.640969692399615
"158",158,"chr12",133181488,133181988,501,"*",2.20417833177697,3.08129947422901,0,0.824086699320346,0.0471708406532023,0.640969692399615
"159",159,"chr14",22842263,22842763,501,"*",2.20417833177697,3.08129947422901,0,0.824086699320346,0.0471708406532023,0.640969692399615
"160",160,"chr13",110775462,110775962,501,"*",1.98149573740525,2.90514078612111,0,0.727837162728274,0.0472513497738433,0.640969692399615
"161",161,"chr1",89473392,89473892,501,"*",2.49484640248069,3.35577023825355,0.0510476159842348,0.849982155252529,0.0480702873214626,0.640969692399615
"162",162,"chr5",373338,373838,501,"*",3.15031505366733,3.86050025047248,1.6922694579114,0.959704055772122,0.0484202735727708,0.640969692399615
"163",163,"chr3",27645255,27645755,501,"*",2.05803283664033,2.98572364215498,0,0.713193104245997,0.0485627376061505,0.640969692399615
"164",164,"chr5",179205160,179205660,501,"*",2.05803283664033,2.98572364215498,0,0.713193104245997,0.0485627376061505,0.640969692399615
"165",165,"chr8",84578692,84579192,501,"*",2.59397283737965,3.41870599444416,0.466085115263078,0.887710482364165,0.0488619757785323,0.640969692399615
"166",166,"chr19",6279088,6279588,501,"*",3.346591524361,4.02670505035014,2.0164679308525,0.960695159380339,0.049275621641917,0.640969692399615
"167",167,"chr2",87418940,87419440,501,"*",4.45090645251992,4.95924239407889,3.65902764474216,0.893941070965807,0.0493754335702448,0.640969692399615
"168",168,"chr1",29829821,29830321,501,"*",3.1443884486687,3.83462550117235,1.77274726246217,0.955848614016656,0.0498947467353437,0.640969692399615
"169",169,"chr1",237915401,237915901,501,"*",1.44174254962898,2.44174254962898,0,0.610443045559582,0.050611629585376,0.640969692399615
"170",170,"chr19",501532,502032,501,"*",1.44174254962898,2.44174254962898,0,0.610443045559582,0.050611629585376,0.640969692399615
"171",171,"chr4",37820424,37820924,501,"*",1.44174254962898,2.44174254962898,0,0.610443045559582,0.050611629585376,0.640969692399615
"172",172,"chr4",140707590,140708090,501,"*",1.44174254962898,2.44174254962898,0,0.610443045559582,0.050611629585376,0.640969692399615
"173",173,"chr9",125253862,125254362,501,"*",1.44174254962898,2.44174254962898,0,0.610443045559582,0.050611629585376,0.640969692399615
"174",174,"chrX",1465885,1466385,501,"*",1.44174254962898,2.44174254962898,0,0.610443045559582,0.050611629585376,0.640969692399615
"175",175,"chr10",75361722,75362222,501,"*",1.46441703729732,2.46441703729732,0,0.604152141322705,0.0515774475453865,0.640969692399615
"176",176,"chr10",117099775,117100275,501,"*",1.46441703729732,2.46441703729732,0,0.604152141322705,0.0515774475453865,0.640969692399615
"177",177,"chr13",79366398,79366898,501,"*",1.46441703729732,2.46441703729732,0,0.604152141322705,0.0515774475453865,0.640969692399615
"178",178,"chr22",47136685,47137185,501,"*",1.46441703729732,2.46441703729732,0,0.604152141322705,0.0515774475453865,0.640969692399615
"179",179,"chr3",125936486,125936986,501,"*",2.37327348676491,3.21171207502272,0.134634749851394,0.853479713603597,0.0516967202725064,0.640969692399615
"180",180,"chr17",38419231,38419731,501,"*",2.76842777415355,3.56545174730925,0.838744321388147,0.893963460964203,0.0522493326134556,0.640969692399615
"181",181,"chr11",22294956,22295456,501,"*",1.41870599444416,2.41870599444416,0,0.604514602036999,0.0522939822451667,0.640969692399615
"182",182,"chr17",12530200,12530700,501,"*",1.41870599444416,2.41870599444416,0,0.604514602036999,0.0522939822451667,0.640969692399615
"183",183,"chrX",72308364,72308864,501,"*",1.41870599444416,2.41870599444416,0,0.604514602036999,0.0522939822451667,0.640969692399615
"184",184,"chr3",37998657,37999157,501,"*",3.17114106434692,3.88591910045107,1.6922694579114,0.940344655688207,0.0523687466111342,0.640969692399615
"185",185,"chr12",112014507,112015007,501,"*",2.65867909026407,3.47562202788382,0.589717199143686,0.86977829277724,0.0527404572022298,0.640969692399615
"186",186,"chr1",205670810,205671310,501,"*",2.38520618782941,3.22505224727035,0.134634749851394,0.845733084403746,0.0529108677282923,0.640969692399615
"187",187,"chr13",52395644,52396144,501,"*",2.38520618782941,3.22505224727035,0.134634749851394,0.845733084403746,0.0529108677282923,0.640969692399615
"188",188,"chr16",1218564,1219064,501,"*",3.18293378383706,3.89429349197167,1.71959725057255,0.938270353887183,0.0529669885489784,0.640969692399615
"189",189,"chr14",74363387,74364217,831,"*",2.65160222797148,3.47562202788382,0.529225087161865,0.863984050135967,0.0530210745420628,0.640969692399615
"190",190,"chr1",19034802,19035302,501,"*",2.24403918112449,3.12465143844174,0,0.781655998059127,0.054214566788833,0.640969692399615
"191",191,"chr19",3753539,3754039,501,"*",2.38185175960813,3.21171207502272,0.213643074210606,0.84564868296074,0.0542288840279309,0.640969692399615
"192",192,"chr20",31846566,31847066,501,"*",3.09618048976435,3.82323269693104,1.55978817373426,0.923440280984149,0.0549570062788611,0.640969692399615
"193",193,"chr17",15979774,15980274,501,"*",2.51378288206964,3.31891821969181,0.529225087161865,0.870231640995069,0.0553766645404911,0.640969692399615
"194",194,"chr1",3900478,3900978,501,"*",3.92559371629392,4.51746741164723,2.90465923642076,0.927041570055549,0.0556061942115722,0.640969692399615
"195",195,"chr18",58761929,58762429,501,"*",2.39704100120135,3.23827019620988,0.134634749851394,0.829717512307102,0.0557887164301785,0.640969692399615
"196",196,"chr4",15990175,15990675,501,"*",2.39704100120135,3.23827019620988,0.134634749851394,0.829717512307102,0.0557887164301785,0.640969692399615
"197",197,"chr8",752252,752752,501,"*",2.5246123591957,3.33130711452292,0.529225087161865,0.866054711089244,0.0559821143743148,0.640969692399615
"198",198,"chr17",82722290,82722790,501,"*",2.65880311884955,3.4302702517154,0.887751950593047,0.891682199141461,0.0562687591420446,0.640969692399615
